training_datetime,dayname,month,year,nickname,employee_names,company,trainer,short_type,bgn_per_hour,concat_emp_company,total_per_emp,trainings_left,returns_or_not,flags,phone,pvt_email,work_email,scheduled_date,type,emp_names_input,is_valid
23-Dec-2020 16:00:00,Wednesday,December,2020,PRHETRES,Presa Chetrafilski,NEXATECH,Иван Тодоров,Онлайн,40.0,PRHETRES|NEXATECH,1,,only one session,,,presa.chetrafilski@abv.bg,presa.chetrafilski@abv.bg,21-Dec-2020,NexaTech | Online leadership training | Онлайн тренинг за лидери,| Преса|Четрафилски |,1.0
30-May-2022 15:00:00,Monday,May,2022,HIOKOKOK,Himinay Kokoshkova,VORTEX,Георги Михайлов,На живо,40.0,HIOKOKOK|VORTEX,2,10.0,more then one session,,892398512,ximinaj.kokoshkova@mail.bg,x.kokoshkova@vortex.com,26-May-2022,Vortex | Leadership training in person | Тренинг за лидери на живо,|Химинай|Кокошкова|,1.0
30-May-2022 15:30:00,Monday,May,2022,FULANUGA,Fuga Slaninkova,NOVEX,Александър Иванов,Онлайн,50.0,FULANUGA|NOVEX,1,11.0,only one session,,883312022,fuga.slaninkova@abv.bg,fuga.slaninkova@abv.bg,20-May-2022,Novex: Онлайн тренинг за лидери|Online leadership training,|Фуга|Сланинкова|,1.0
30-May-2022 16:00:00,Monday,May,2022,CHSANHAR,Charlie Osantana,BLUENOVA,Мария Георгиева,На живо,40.0,CHSANHAR|BLUENOVA,77,,more then one session,"2,",889238292,charlie.osantana@msn.com,,19-May-2022,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Charlie|OSantana|,1.0
30-May-2022 16:30:00,Monday,May,2022,YAILEMIL,Yakob Milenkov,VORTEX,Александър Иванов,На живо,40.0,YAILEMIL|VORTEX,10,2.0,more then one session,,891819980,yakob.milenkov@mail.bg,y.milenkov@vortex.com,24-Apr-2022,Vortex | Leadership training in person | Тренинг за лидери на живо,|Якоб|Миленков|,1.0
30-May-2022 17:00:00,Monday,May,2022,CHOKOKOK,Chudomir Kokoshkova,BLUENOVA,Теодора Йорданова,На живо,40.0,CHOKOKOK|BLUENOVA,27,,more then one session,,883555582,chudomir.kokoshkova@yahoo.com,c.kokoshkova@bluenova.com,17-May-2022,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Чудомир|Кокошкова|,1.0
30-May-2022 17:30:00,Monday,May,2022,ILATAKAT,Ilianna Katarova,VORTEX,Александър Иванов,Онлайн,40.0,ILATAKAT|VORTEX,7,6.0,more then one session,,891505211,ilianna.katarova@mail.bg,i.katarova@vortex.com,16-May-2022,Vortex | Online leadership training | Онлайн тренинг за лидери,|Илианна|Катърова|,1.0
30-May-2022 17:30:00,Monday,May,2022,YAIMESIM,Yaser Simeonov,SPARK INNOVATIONS,Камен Георгиев,Онлайн,50.0,YAIMESIM|SPARK INNOVATIONS,13,-9.0,more then one session,"9,",359881911221,yaser.simeonov@abv.bg,y.simeonov@spark.innovations.com,20-May-2022,Spark Innovations: Online leadership training | Онлайн тренинг за лидери,|Ясер|Симеонов|,1.0
30-May-2022 19:00:00,Monday,May,2022,RERTEEXO,Rex Ortega,BLUENOVA,Мария Георгиева,Онлайн,40.0,RERTEEXO|BLUENOVA,79,,more then one session,"2,",899225322,rex.ortega@yandex.ru,,12-May-2022,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Rex|Ortega|,1.0
30-May-2022 19:00:00,Monday,May,2022,YAATEANE,Yanedin Patechkova,VORTEX,Александър Иванов,На живо,40.0,YAATEANE|VORTEX,9,7.0,more then one session,,890210222,yanedin.patechkova@gmail.com,yanedin.patechkova@gmail.com,12-May-2022,Vortex | Leadership training in person | Тренинг за лидери на живо,|Янедин|Пътечкова|,1.0
30-May-2022 19:00:00,Monday,May,2022,ISELLBEL,Isla Bell,WISEWAY,Теодора Йорданова,На живо,50.0,ISELLBEL|WISEWAY,17,-11.0,more then one session,"9,",895800121,isla.bell@yahoo.co.uk,i.bell@wiseway.com,16-May-2022,WiseWay | Leadership training in person | Тренинг за лидери на живо,|Isla|Bell|,1.0
30-May-2022 19:40:00,Monday,May,2022,FRODGRAN,Frankie Hodges,LEADERSHIP TRAINING IN-PERSON,Иван Тодоров,На живо,0.0,FRODGRAN|LEADERSHIP TRAINING IN-PERSON,2,,more then one session,"2,",819052312,frankie.hodges@yandex.ru,,18-May-2022,Leadership training in-person | Тренинг за лидери на живо,|Frankie|Hodges|,0.0
30-May-2022 20:00:00,Monday,May,2022,DIURPMUR,Diya Murphy,VORTEX,Александър Иванов,На живо,40.0,DIURPMUR|VORTEX,7,6.0,more then one session,,882583992,diya.murphy@yandex.ru,d.murphy@vortex.com,17-May-2022,Vortex | Leadership training in person | Тренинг за лидери на живо,|Diya|Murphy|,1.0
31-May-2022 11:00:00,Tuesday,May,2022,HIANGITK,Hitko Mangafova,BLUENOVA,Георги Стоянов,Онлайн,40.0,HIANGITK|BLUENOVA,22,,more then one session,"2,",883219221,xitko.mangafova@abv.bg,,02-Apr-2022,BlueNova: Online leadership training | Онлайн тренинг за лидери,|Хитко|Мангъфова|,1.0
31-May-2022 12:00:00,Tuesday,May,2022,LYLIEYAN,Lyanka Ilieva,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,LYLIEYAN|SWIFT SYSTEMS,12,,more then one session,"2,",885201535,lyanka.ilieva@yahoo.com,,12-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Лянка|Илиева|,1.0
31-May-2022 12:00:00,Tuesday,May,2022,ABARPCAR,Abbey Carpenter,VORTEX,Веселин Стефанов,Онлайн,40.0,ABARPCAR|VORTEX,3,9.0,more then one session,,359889251928,abbey.carpenter@yandex.ru,a.carpenter@vortex.com,19-May-2022,Vortex | Online leadership training | Онлайн тренинг за лидери,|Abbey|Carpenter|,1.0
31-May-2022 13:00:00,Tuesday,May,2022,GARITFRI,Garrett Fritz,BLUENOVA,Радослава Димитрова,Онлайн,40.0,GARITFRI|BLUENOVA,40,,more then one session,,899219132,garrett.fritz@yahoo.co.uk,g.fritz@bluenova.com,30-May-2022,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Garrett|Fritz|,1.0
31-May-2022 14:00:00,Tuesday,May,2022,ZOHKEORK,Zorka Shkembova,BLUENOVA,Георги Стоянов,Онлайн,40.0,ZOHKEORK|BLUENOVA,47,,more then one session,"2,",893210120,zorka.shkembova@gmail.com,,30-Apr-2022,BlueNova: Online leadership training | Онлайн тренинг за лидери,|Зорка|Шкембова|,1.0
31-May-2022 14:00:00,Tuesday,May,2022,DIRANILL,Dillan Franklin,INDIGO,Жана Иванова,Онлайн,50.0,DIRANILL|INDIGO,6,-1.0,more then one session,"9,",2911211031125,dillan.franklin@gmail.com,dillan.franklin@gmail.com,30-May-2022,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,|Dillan|Franklin|,1.0
31-May-2022 16:00:00,Tuesday,May,2022,AVRANBRA,Avgustian Brankov,WISEWAY,Жана Иванова,На живо,50.0,AVRANBRA|WISEWAY,2,4.0,more then one session,,819122125,avgustian.brankov@abv.bg,a.brankov@wiseway.com,18-May-2022,WiseWay | Leadership training in person | Тренинг за лидери на живо,|Августиан|Бранков|,1.0
31-May-2022 17:00:00,Tuesday,May,2022,PEOLIKOL,Petriyka Kolichkov,SWIFT SYSTEMS,Теодора Йорданова,На живо,50.0,PEOLIKOL|SWIFT SYSTEMS,17,,more then one session,,812522591,petrijka.kolichkov@yahoo.com,p.kolichkov@swift.systems.com,23-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Петрийка|Количков|,1.0
31-May-2022 18:00:00,Tuesday,May,2022,TOARKYAR,Tonislav Yarkova,VORTEX,Камен Георгиев,Онлайн,40.0,TOARKYAR|VORTEX,11,2.0,more then one session,,359812322820,tonislav.yarkova@gmail.com,t.yarkova@vortex.com,19-May-2022,Vortex | Online leadership training | Онлайн тренинг за лидери,|Тонислав|Яркова|,1.0
31-May-2022 20:00:00,Tuesday,May,2022,JAARNWAR,Jakob Warner,ONLINE LEADERSHIP TRAINING,Иван Тодоров,Онлайн,0.0,JAARNWAR|ONLINE LEADERSHIP TRAINING,2,,more then one session,,359883299555,jakob.warner@msn.com,j.warner@.com,27-May-2022,Online leadership training | Онлайн тренинг за лидери,|Jakob|Warner|,0.0
01-Jun-2022 09:00:00,Wednesday,June,2022,YAAKRVAK,Yavora Vakrilov,SWIFT SYSTEMS,Веселин Стефанов,На живо,50.0,YAAKRVAK|SWIFT SYSTEMS,1,,only one session,,888510102,yavora.vakrilov@abv.bg,y.vakrilov@swift.systems.com,23-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Явора|Вакрилов|,1.0
01-Jun-2022 09:30:00,Wednesday,June,2022,SHARAHAN,Shana Parashkevov,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,SHARAHAN|SWIFT SYSTEMS,9,,more then one session,"2,",885929213,shana.parashkevov@mail.bg,,12-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Шана|Парашкевов|,1.0
01-Jun-2022 10:30:00,Wednesday,June,2022,MIATEPAT,Mimoza Patechkova,NOVEX,Веселин Стефанов,Онлайн,50.0,MIATEPAT|NOVEX,37,-25.0,more then one session,"9,",883323212,mimoza.patechkova@gmail.com,m.patechkova@novex.com,20-May-2022,Novex: Онлайн тренинг за лидери|Online leadership training,|Мимоза|Пътечкова|,1.0
01-Jun-2022 11:00:00,Wednesday,June,2022,SATAFSTA,Savanna Stafford,VORTEX,Валентинка Петкова,На живо,40.0,SATAFSTA|VORTEX,12,0.0,more then one session,"9,",891522191,savanna.stafford@gmail.com,s.stafford@vortex.com,23-May-2022,Vortex | Leadership training in person | Тренинг за лидери на живо,|Savanna|Stafford|,1.0
01-Jun-2022 12:00:00,Wednesday,June,2022,INCCUMCC,India Mccullough,INDIGO,Веселин Стефанов,Онлайн,50.0,INCCUMCC|INDIGO,38,-29.0,more then one session,"9,",353811259302,india.mccullough@yandex.ru,i.mccullough@indigo.com,30-May-2022,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,|India|Mccullough|,1.0
01-Jun-2022 15:00:00,Wednesday,June,2022,ANILLNSL,Ansley Miller,QUANTUMPEAK,Мария Георгиева,Онлайн,40.0,ANILLNSL|QUANTUMPEAK,40,0.0,more then one session,"2,9,",,ansley.miller@yandex.ru,,26-May-2022,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,|Ansley|Miller|,1.0
01-Jun-2022 15:00:00,Wednesday,June,2022,ROOCHMOC,Rostislava Mochev,NOVEX,Димитър Петров,На живо,50.0,ROOCHMOC|NOVEX,7,5.0,more then one session,,892981120,rostislava.mochev@abv.bg,r.mochev@novex.com,26-May-2022,Novex: Тренинг за лидери на живо | Leadership training in person,|Ростислава|Мочев|,1.0
01-Jun-2022 15:30:00,Wednesday,June,2022,GEARAPAR,Georgi Parashkevov,SWIFT SYSTEMS,Димитър Георгиев,Онлайн,50.0,GEARAPAR|SWIFT SYSTEMS,47,,more then one session,,888811192,georgi.parashkevov@mail.bg,g.parashkevov@swift.systems.com,30-May-2022,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Георги|Парашкевов|,1.0
01-Jun-2022 16:30:00,Wednesday,June,2022,ZANOGMNO,Zaharinka Mnogoznaeva,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,ZANOGMNO|SWIFT SYSTEMS,24,,more then one session,,888102255,zaxarinka.mnogoznaeva@yahoo.com,z.mnogoznaeva@swift.systems.com,25-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Захаринка|Многознаева|,1.0
01-Jun-2022 18:00:00,Wednesday,June,2022,TOARKYAR,Tonislav Yarkova,VORTEX,Камен Георгиев,Онлайн,40.0,TOARKYAR|VORTEX,11,2.0,more then one session,,359812322820,tonislav.yarkova@gmail.com,t.yarkova@vortex.com,19-May-2022,Vortex | Online leadership training | Онлайн тренинг за лидери,|Тонислав|Яркова|,1.0
01-Jun-2022 18:00:00,Wednesday,June,2022,ANIRAMIR,Angela Miranda,SWIFT SYSTEMS,София Димитрова,Онлайн,50.0,ANIRAMIR|SWIFT SYSTEMS,40,,more then one session,,882222093,angela.miranda@yahoo.co.uk,a.miranda@swift.systems.com,30-May-2022,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Angela|Miranda|,1.0
01-Jun-2022 18:30:00,Wednesday,June,2022,ADILAMIL,Adriyan Milachkov,WISEWAY,Жана Иванова,На живо,50.0,ADILAMIL|WISEWAY,8,-2.0,more then one session,"9,",892239003,adriyan.milachkov@abv.bg,a.milachkov@wiseway.com,23-May-2022,WiseWay | Leadership training in person | Тренинг за лидери на живо,|Адриян|Милачков|,1.0
02-Jun-2022 08:30:00,Thursday,June,2022,IMOLLMAN,Imani Holland,SWIFT SYSTEMS,Георги Михайлов,Онлайн,50.0,IMOLLMAN|SWIFT SYSTEMS,4,,more then one session,"2,",882223858,imani.holland@gmail.com,,31-May-2022,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Imani|Holland|,1.0
02-Jun-2022 09:30:00,Thursday,June,2022,SHOCHHHE,Shtedra Tocheva-Klopova,SWIFT SYSTEMS,Георги Михайлов,Онлайн,50.0,SHOCHHHE|SWIFT SYSTEMS,15,,more then one session,"2,",882313532,shhedra.tocheva-klopova@yahoo.com,,26-May-2022,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Щедра|Точева-Клопова|,1.0
02-Jun-2022 10:30:00,Thursday,June,2022,ILENTLIY,Iliyan Menteshev,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,ILENTLIY|SWIFT SYSTEMS,19,,more then one session,"2,",882112812,iliyan.menteshev@abv.bg,,26-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Илиян|Ментешев|,1.0
02-Jun-2022 12:30:00,Thursday,June,2022,YOHKESHK,Yoland Shkembova,BLUENOVA,Александър Иванов,Онлайн,40.0,YOHKESHK|BLUENOVA,8,,more then one session,,895252902,joland.shkembova@mail.bg,j.shkembova@bluenova.com,16-May-2022,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Йоланд|Шкембова|,1.0
02-Jun-2022 14:00:00,Thursday,June,2022,HILIEIMI,Himinay Ilieva,NOVEX,Георги Михайлов,Онлайн,50.0,HILIEIMI|NOVEX,7,5.0,more then one session,"2,",885282180,ximinaj.ilieva@gmail.com,,26-May-2022,Novex: Онлайн тренинг за лидери|Online leadership training,|Химинай|Илиева|,1.0
02-Jun-2022 16:30:00,Thursday,June,2022,CHRIVHOR,Chora Krivoshapkova,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,CHRIVHOR|SWIFT SYSTEMS,17,,more then one session,"2,",893552253,chora.krivoshapkova@gmail.com,,29-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Чора|Кривошапкова|,1.0
02-Jun-2022 18:00:00,Thursday,June,2022,LEAGEPAG,Leonel Page,BLUENOVA,Теодора Йорданова,На живо,40.0,LEAGEPAG|BLUENOVA,10,,more then one session,,895213130,leonel.page@yandex.ru,l.page@bluenova.com,28-May-2022,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Leonel|Page|,1.0
02-Jun-2022 18:00:00,Thursday,June,2022,ISRANSHA,Ishaan Frank,SWIFT SYSTEMS,Мария Георгиева,На живо,50.0,ISRANSHA|SWIFT SYSTEMS,26,,more then one session,"2,",892219123,ishaan.frank@msn.com,,30-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Ishaan|Frank|,1.0
02-Jun-2022 18:30:00,Thursday,June,2022,YUARATAR,Yustin Taralingova,VORTEX,Александър Иванов,Онлайн,40.0,YUARATAR|VORTEX,7,6.0,more then one session,,818231313,yustin.taralingova@gmail.com,y.taralingova@vortex.com,12-May-2022,Vortex | Online leadership training | Онлайн тренинг за лидери,|Юстин|Таралингова|,1.0
02-Jun-2022 20:00:00,Thursday,June,2022,SHLATKLA,Shirko Klatikrushev,SWIFT SYSTEMS,Радослав Иванов,На живо,50.0,SHLATKLA|SWIFT SYSTEMS,38,,more then one session,,885521133,shirko.klatikrushev@yahoo.com,s.klatikrushev@swift.systems.com,26-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Ширко|Клатикрушев|,1.0
03-Jun-2022 13:30:00,Friday,June,2022,KIORIISK,Kis Koritarova,BLUENOVA,,Онлайн,40.0,KIORIISK|BLUENOVA,74,,more then one session,,882228908,kis.koritarova@yahoo.com,kis.koritarova@yahoo.com,17-May-2022,BlueNova / Online leadership training | Онлайн тренинг за лидери,|Кис|Коритарова|,1.0
04-Jun-2022 20:00:00,Saturday,June,2022,SLATAKAT,Slavil Katarova,BLUENOVA,София Димитрова,Онлайн,40.0,SLATAKAT|BLUENOVA,20,,more then one session,,881322108,slavil.katarova@abv.bg,s.katarova@bluenova.com,03-Jun-2022,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Славил|Катърова|,1.0
05-Jun-2022 09:00:00,Sunday,June,2022,MARUSKRU,Marko Krushovska,NOVEX,София Димитрова,Онлайн,50.0,MARUSKRU|NOVEX,8,4.0,more then one session,,893191539,marko.krushovska@gmail.com,m.krushovska@novex.com,03-Jun-2022,Novex: Онлайн тренинг за лидери|Online leadership training,|Марко|Крушовска|,1.0
05-Jun-2022 18:00:00,Sunday,June,2022,PRURTKUR,Presa Kurtakova,BLUENOVA,София Димитрова,Онлайн,40.0,PRURTKUR|BLUENOVA,33,,more then one session,,882122882,presa.kurtakova@mail.bg,p.kurtakova@bluenova.com,04-Jun-2022,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Преса|Куртакова|,1.0
06-Jun-2022 10:00:00,Monday,June,2022,TSHUPARE,Tsarevna Chupetlovska,BLUENOVA,Георги Стоянов,,40.0,TSHUPARE|BLUENOVA,55,,more then one session,"7,",891202521,carevna.chupetlovska@gmail.com,carevna.chupetlovska@gmail.com,26-Apr-2022,BlueNova: Leadership training | Тренинг за лидери,|Царевна|Чупетловска|,1.0
06-Jun-2022 12:00:00,Monday,June,2022,ANIRAMIR,Angela Miranda,SWIFT SYSTEMS,София Димитрова,Онлайн,50.0,ANIRAMIR|SWIFT SYSTEMS,40,,more then one session,,882222093,angela.miranda@yahoo.co.uk,a.miranda@swift.systems.com,03-Jun-2022,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Angela|Miranda|,1.0
06-Jun-2022 12:30:00,Monday,June,2022,KIORIISK,Kis Koritarova,BLUENOVA,,Онлайн,40.0,KIORIISK|BLUENOVA,74,,more then one session,,882228908,kis.koritarova@yahoo.com,kis.koritarova@yahoo.com,17-May-2022,BlueNova / Online leadership training | Онлайн тренинг за лидери,|Кис|Коритарова|,1.0
06-Jun-2022 13:30:00,Monday,June,2022,JAOCHCOC,Jasper Cochran,SPARK INNOVATIONS,Георги Михайлов,На живо,50.0,JAOCHCOC|SPARK INNOVATIONS,1,3.0,only one session,,885315121,jasper.cochran@gmail.com,j.cochran@spark.innovations.com,26-May-2022,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,|Jasper|Cochran|,1.0
06-Jun-2022 15:00:00,Monday,June,2022,ZOHKEORK,Zorka Shkembova,BLUENOVA,Георги Стоянов,Онлайн,40.0,ZOHKEORK|BLUENOVA,47,,more then one session,"2,",893210120,zorka.shkembova@gmail.com,,02-Jun-2022,BlueNova: Online leadership training | Онлайн тренинг за лидери,|Зорка|Шкембова|,1.0
06-Jun-2022 15:30:00,Monday,June,2022,JAOWEPOW,Jasiah Powers,VORTEX,Георги Михайлов,На живо,40.0,JAOWEPOW|VORTEX,4,8.0,more then one session,,818999025,jasiah.powers@yahoo.co.uk,j.powers@vortex.com,23-May-2022,Vortex | Leadership training in person | Тренинг за лидери на живо,|Jasiah|Powers|,1.0
06-Jun-2022 18:00:00,Monday,June,2022,ELRATPRA,Eli Pratt,SPARK INNOVATIONS,Теодора Йорданова,На живо,50.0,ELRATPRA|SPARK INNOVATIONS,14,-10.0,more then one session,"9,",892329111,eli.pratt@gmail.com,e.pratt@spark.innovations.com,10-May-2022,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,|Eli|Pratt|,1.0
06-Jun-2022 19:00:00,Monday,June,2022,RERTEEXO,Rex Ortega,BLUENOVA,Мария Георгиева,На живо,40.0,RERTEEXO|BLUENOVA,79,,more then one session,"2,",899225322,rex.ortega@yandex.ru,,16-May-2022,BlueNova | Leadership training in person | Тренинг за лидери на живо,|Rex|Ortega|,1.0
06-Jun-2022 19:00:00,Monday,June,2022,ISELLBEL,Isla Bell,WISEWAY,Теодора Йорданова,На живо,50.0,ISELLBEL|WISEWAY,17,-11.0,more then one session,"9,",895800121,isla.bell@yahoo.co.uk,i.bell@wiseway.com,16-May-2022,WiseWay | Leadership training in person | Тренинг за лидери на живо,|Isla|Bell|,1.0
06-Jun-2022 19:00:00,Monday,June,2022,DIURPIYA,Diya Murphy,VORTEX,Александър Иванов,Онлайн,40.0,DIURPIYA|VORTEX,2,11.0,more then one session,"2,",882583992,diya.murphy@yandex.ru,,06-Jun-2022,Vortex | Online leadership training | Онлайн тренинг за лидери,|Diya|Murphy|,1.0
07-Jun-2022 09:00:00,Tuesday,June,2022,HIANGITK,Hitko Mangafova,BLUENOVA,Георги Стоянов,Онлайн,40.0,HIANGITK|BLUENOVA,22,,more then one session,"2,",883219221,xitko.mangafova@abv.bg,,02-Apr-2022,BlueNova: Online leadership training | Онлайн тренинг за лидери,|Хитко|Мангъфова|,1.0
07-Jun-2022 09:00:00,Tuesday,June,2022,TERAZVRA,Teodostin Vrazhalski,VORTEX,Веселин Стефанов,На живо,40.0,TERAZVRA|VORTEX,1,11.0,only one session,,883301551,teodostin.vrazhalski@gmail.com,t.vrazhalski@vortex.com,30-May-2022,Vortex | Leadership training in person | Тренинг за лидери на живо,|Теодостин|Вражалски|,1.0
07-Jun-2022 12:00:00,Tuesday,June,2022,LYLIEYAN,Lyanka Ilieva,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,LYLIEYAN|SWIFT SYSTEMS,12,,more then one session,"2,",885201535,lyanka.ilieva@yahoo.com,,12-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Лянка|Илиева|,1.0
07-Jun-2022 13:00:00,Tuesday,June,2022,ABARPCAR,Abbey Carpenter,VORTEX,Веселин Стефанов,Онлайн,40.0,ABARPCAR|VORTEX,3,9.0,more then one session,,359889251928,abbey.carpenter@yandex.ru,a.carpenter@vortex.com,31-May-2022,Vortex | Online leadership training | Онлайн тренинг за лидери,|Abbey|Carpenter|,1.0
07-Jun-2022 13:00:00,Tuesday,June,2022,DIRANILL,Dillan Franklin,INDIGO,Жана Иванова,Онлайн,50.0,DIRANILL|INDIGO,6,-1.0,more then one session,"9,",2911211031125,dillan.franklin@gmail.com,dillan.franklin@gmail.com,31-May-2022,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,|Dillan|Franklin|,1.0
07-Jun-2022 13:30:00,Tuesday,June,2022,HERUSKRU,Hektor Krushovska,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,HERUSKRU|SWIFT SYSTEMS,26,,more then one session,,883528082,xektor.krushovska@mail.bg,x.krushovska@swift.systems.com,30-May-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Хектор|Крушовска|,1.0
07-Jun-2022 14:00:00,Tuesday,June,2022,NOISCFIS,Norah Fischer,BLUENOVA,Веселин Стефанов,Онлайн,40.0,NOISCFIS|BLUENOVA,5,,more then one session,,882112912,norah.fischer@gmail.com,n.fischer@bluenova.com,01-Jun-2022,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Norah|Fischer|,1.0
07-Jun-2022 17:00:00,Tuesday,June,2022,PEOLIKOL,Petriyka Kolichkov,SWIFT SYSTEMS,Теодора Йорданова,На живо,50.0,PEOLIKOL|SWIFT SYSTEMS,17,,more then one session,,812522591,petrijka.kolichkov@yahoo.com,p.kolichkov@swift.systems.com,02-Jun-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Петрийка|Количков|,1.0
07-Jun-2022 20:45:00,Tuesday,June,2022,BRANDRAY,Braydon Randall,QUANTUMPEAK,Христина Димитрова,Онлайн,40.0,BRANDRAY|QUANTUMPEAK,3,19.0,more then one session,"2,",891820822,braydon.randall@yahoo.co.uk,,31-May-2022,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,|Braydon|Randall|,1.0
08-Jun-2022 09:00:00,Wednesday,June,2022,NAHANAVO,Navodnenka Chanlieva,SWIFT SYSTEMS,Георги Михайлов,На живо,50.0,NAHANAVO|SWIFT SYSTEMS,2,,more then one session,,359882223858,navodnenka.chanlieva@mail.bg,navodnenka.chanlieva@mail.bg,04-Jun-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Наводненка|Чанлиева|,1.0
08-Jun-2022 10:00:00,Wednesday,June,2022,MIATEPAT,Mimoza Patechkova,NOVEX,Веселин Стефанов,Онлайн,50.0,MIATEPAT|NOVEX,37,-25.0,more then one session,"9,",883323212,mimoza.patechkova@gmail.com,m.patechkova@novex.com,25-May-2022,Novex: Онлайн тренинг за лидери|Online leadership training,|Мимоза|Пътечкова|,1.0
08-Jun-2022 11:30:00,Wednesday,June,2022,SATAFSTA,Savanna Stafford,VORTEX,Валентинка Петкова,На живо,40.0,SATAFSTA|VORTEX,12,0.0,more then one session,"9,",891522191,savanna.stafford@gmail.com,s.stafford@vortex.com,06-Jun-2022,Vortex | Leadership training in person | Тренинг за лидери на живо,|Savanna|Stafford|,1.0
08-Jun-2022 13:00:00,Wednesday,June,2022,GARITFRI,Garrett Fritz,BLUENOVA,Радослава Димитрова,Онлайн,40.0,GARITFRI|BLUENOVA,40,,more then one session,,899219132,garrett.fritz@yahoo.co.uk,g.fritz@bluenova.com,02-Jun-2022,BlueNova | Online leadership training | Онлайн тренинг за лидери,|Garrett|Fritz|,1.0
08-Jun-2022 15:30:00,Wednesday,June,2022,GEARAPAR,Georgi Parashkevov,SWIFT SYSTEMS,Димитър Георгиев,Онлайн,50.0,GEARAPAR|SWIFT SYSTEMS,47,,more then one session,,888811192,georgi.parashkevov@mail.bg,g.parashkevov@swift.systems.com,06-Jun-2022,Swift Systems: Онлайн тренинг за лидери | Online leadership training,|Георги|Парашкевов|,1.0
08-Jun-2022 16:30:00,Wednesday,June,2022,ZANOGAXA,Zaharinka Mnogoznaeva,SWIFT SYSTEMS,Цветелина Петрова,На живо,50.0,ZANOGAXA|SWIFT SYSTEMS,17,,more then one session,"2,",888102255,zaxarinka.mnogoznaeva@yahoo.com,,02-Jun-2022,Swift Systems: Тренинг за лидери на живо | Leadership training in person,|Захаринка|Многознаева|,1.0
08-Jun-2022 18:00:00,Wednesday,June,2022,ADILAMIL,Adriyan Milachkov,WISEWAY,Жана Иванова,На живо,50.0,ADILAMIL|WISEWAY,8,-2.0,more then one session,"9,",892239003,adriyan.milachkov@abv.bg,a.milachkov@wiseway.com,03-Jun-2022,WiseWay | Leadership training in person | Тренинг за лидери на живо,|Адриян|Милачков|,1.0
08-Jun-2022 19:00:00,Wednesday,June,2022,TOARKYAR,Tonislav Yarkova,VORTEX,Камен Георгиев,Онлайн,40.0,TOARKYAR|VORTEX,11,2.0,more then one session,,359812322820,tonislav.yarkova@gmail.com,t.yarkova@vortex.com,19-May-2022,Vortex | Online leadership training | Онлайн тренинг за лидери,|Тонислав|Яркова|,1.0
08-Jun-2022 19:00:00,Wednesday,June,2022,DUANOZAN,Duda Zanov,NOVEX,София Димитрова,Онлайн,50.0,DUANOZAN|NOVEX,7,5.0,more then one session,,895902832,duda.zanov@mail.bg,d.zanov@novex.com,07-Jun-2022,Novex: Онлайн тренинг за лидери|Online leadership training,|Дуда|Занов|,1.0
