Start Time,End Time,First Name,Last Name,Phone,Email,Type,Calendar,Appointment Price,Paid?,Amount Paid Online,Certificate Code,Notes,Date Scheduled,Label,Scheduled By,"Име на компанията, в която работите | Name of the company you work for  ",Служебен имейл | Work email  ,Предпочитани платформи | Preferred platforms  ,Appointment ID
"July 21, 2022 17:00","July 21, 2022 17:50",Diya,Murphy,882583992,diya.murphy@yandex.ru,Тренинг за лидери на живо,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-07-13,,a client ,Vortex,d.murphy@vortex.com,,861291595
"July 21, 2022 17:00","July 21, 2022 17:50",Leonel,Page,895213130,leonel.page@yandex.ru,BlueNova | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-07-13,,client logged in asleonel.page@yandex.ru,BlueNova,l.page@bluenova.com,,861316198
"July 21, 2022 18:00","July 21, 2022 18:50",Ishaan,Frank,892219123,ishaan.frank@msn.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-07-13,,a trainer,,,,861596671
"July 21, 2022 18:00","July 21, 2022 18:50",Сиена,Дачев,883299555,siena.dachev@gmail.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-07-18,,a client ,BlueNova,s.dachev@bluenova.com,,863959815
"July 21, 2022 18:30","July 21, 2022 19:20",Macie,Jefferson,885222200,macie.jefferson@yahoo.co.uk,Leadership training in-person | Тренинг за лидери на живо,Иван Тодоров | Ivan Todorov,0,no,0,,,2022-07-19,,a trainer,,,,864792966
"July 21, 2022 20:00","July 21, 2022 20:50",Cassius,Ayers,359898382823,cassius.ayers@msn.com,Vortex | Leadership training in person | Тренинг за лидери на живо,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-06-16,,a client ,Vortex,cassius.ayers@msn.com,,846118415
"July 22, 2022 9:00","July 22, 2022 9:50",Явора,Вакрилов,888510102,yavora.vakrilov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-07-07,,a trainer,,,,857916554
"July 22, 2022 9:30","July 22, 2022 10:20",Дуда,Бележкова,885921292,duda.belezhkova@abv.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-14,,a trainer,,,,862053939
"July 22, 2022 12:00","July 22, 2022 12:50",Coleman,Henry,898911211,coleman.henry@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-19,,a client ,BlueNova,c.henry@bluenova.com,"Zoom, Viber",864898806
"July 22, 2022 13:30","July 22, 2022 14:20",Илиян,Ментешев,882112812,iliyan.menteshev@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-14,,a trainer,,,,862054187
"July 22, 2022 15:30","July 22, 2022 16:20",Звездан,Колчев,988825110,zvezdan.kolchev@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-15,,a client ,Swift Systems,zvezdan.kolchev@abv.bg,,862756407
"July 22, 2022 17:30","July 22, 2022 18:20",Carlos,Swanson,359898229021,carlos.swanson@yahoo.co.uk,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-07-21,,a client ,QuantumPeak,c.swanson@quantumpeak.com,Zoom,866058957
"July 22, 2022 19:00","July 22, 2022 19:50",Liana,Travis,892128030,liana.travis@yandex.ru,Онлайн тренинг за лидери,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-07-11,,a client ,Vortex,l.travis@vortex.com,Zoom,860288534
"July 23, 2022 10:30","July 23, 2022 11:20",Стоимена,Цицков,898512822,stoimena.cickov@yahoo.com,Zetron: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-07-04,,a trainer,,,,855988466
"July 23, 2022 14:00","July 23, 2022 14:50",Пато,Скринска,359888898932,pato.skrinska@abv.bg,Zetron: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-07-13,,a client ,Zetron,p.skrinska@zetron.com,,861539136
"July 25, 2022 10:00","July 25, 2022 10:50",Царевна,Чупетловска,891202521,carevna.chupetlovska@gmail.com,BlueNova: Leadership training | Тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2022-04-26,,a client ,BlueNova,c.chupetlovska@bluenova.com,,814579431
"July 25, 2022 19:00","July 25, 2022 19:50",Дуда,Занов,895902832,duda.zanov@mail.bg,Novex: Онлайн тренинг за лидери  |  Online leadership training,София Димитрова | Sofia Dimitrova,0,no,0,,,2022-07-18,,a client ,Novex,d.zanov@novex.com,Viber,863964094
"July 25, 2022 19:00","July 25, 2022 19:50",Rex,Ortega,899225322,rex.ortega@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-07-18,,a trainer,,,,864350626
"July 26, 2022 9:30","July 26, 2022 10:20",Мимоза,Пътечкова,883323212,mimoza.patechkova@gmail.com,Novex: Онлайн тренинг за лидери  |  Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-07-05,,client logged in asmimoza.patechkova@gmail.com,Novex,m.patechkova@novex.com,"Zoom, Viber",856800182
"July 26, 2022 14:00","July 26, 2022 14:50",India,Mccullough,353811259302,india.mccullough@yandex.ru,iNdigo | Nexern | Conzap: Онлайн тренинг за лидери | Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-07-19,,a client ,iNdigo,i.mccullough@indigo.com,Skype,864733806
"July 26, 2022 15:00","July 26, 2022 15:50",Aylin,Young,898931203,aylin.young@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-06,,a client ,BlueNova,aylin.young@msn.com,Viber,857154481
"July 26, 2022 17:00","July 26, 2022 17:50",Живомира,Пачаръзка,359892110138,zhivomira.pacharazka@abv.bg,Zetron: Онлайн тренинг за лидери | Online leadership training,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-20,,a client ,Zetron,z.pacharazka@zetron.com,Viber,865493176
"July 26, 2022 17:00","July 26, 2022 17:50",Mikaela,Price,35989052123,mikaela.price@yandex.ru,Zetron: Тренинг за лидери на живо | Leadership training in person,Жана Иванова | Zhana Ivanova,0,no,0,,,2022-07-21,,a client ,Zetron,mikaela.price@yandex.ru,,866059704
"July 26, 2022 17:00","July 26, 2022 17:50",Carlos,Swanson,359898229021,carlos.swanson@yahoo.co.uk,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-07-22,,a trainer,,,,866899026
"July 26, 2022 19:00","July 26, 2022 19:50",Марко,Крушовска,893191539,marko.krushovska@gmail.com,Novex: Онлайн тренинг за лидери  |  Online leadership training,София Димитрова | Sofia Dimitrova,0,no,0,,,2022-07-15,,a client ,Novex,m.krushovska@novex.com,Zoom,862640542
"July 26, 2022 19:30","July 26, 2022 20:20",Curtis,Haley,,,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-06-12,,a trainer,,,,843643981
"July 27, 2022 12:00","July 27, 2022 12:50",Jaylen,Skinner,359811991131,jaylen.skinner@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-14,,a client ,BlueNova,j.skinner@bluenova.com,Zoom,861982575
"July 27, 2022 13:00","July 27, 2022 13:50",Garrett,Fritz,899219132,garrett.fritz@yahoo.co.uk,BlueNova | Online leadership training | Онлайн тренинг за лидери,Радослава Димитрова | Radoslava Dimitrova,0,no,0,,,2022-07-24,,client logged in asgarrett.fritz@yahoo.co.uk,BlueNova,g.fritz@bluenova.com,Skype,867679463
"July 27, 2022 13:00","July 27, 2022 13:50",Marlee,Whitney,359893038289,marlee.whitney@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-26,,a trainer,,,,868790573
"July 27, 2022 13:30","July 27, 2022 14:20",Ренгия,Колев,891188511,rengiya.kolev@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-07-23,,a trainer,,,,867332667
"July 27, 2022 15:00","July 27, 2022 15:50",Хачо,Иванов,359819803910,xacho.ivanov@yahoo.com,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-20,,a client ,Novex,x.ivanov@novex.com,,865360441
"July 27, 2022 15:00","July 27, 2022 15:50",Ansley,Miller,,ansley.miller@yandex.ru,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-07-21,,a trainer,,,,866054356
"July 27, 2022 16:00","July 27, 2022 16:50",Оливера,Куртажова,899032329,olivera.kurtazhova@gmail.com,Prodigy: Онлайн тренинг за лидери,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-07-26,,a client ,Prodigy,olivera.kurtazhova@gmail.com,Zoom,868826710
"July 27, 2022 16:30","July 27, 2022 17:20",Захаринка,Многознаева,888102255,zaxarinka.mnogoznaeva@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-07-23,,a trainer,,,,867332889
"July 27, 2022 18:00","July 27, 2022 18:50",Адриян,Милачков,892239003,adriyan.milachkov@abv.bg,WiseWay | Leadership training in person | Тренинг за лидери на живо,Жана Иванова | Zhana Ivanova,0,no,0,,,2022-06-13,,client logged in asadriyan.milachkov@abv.bg,WiseWay,a.milachkov@wiseway.com,,843818718
"July 27, 2022 18:00","July 27, 2022 18:50",Ширко,Клатикрушев,885521133,shirko.klatikrushev@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Радослав Иванов | Radoslav Ivanov,0,no,0,,,2022-07-13,,client logged in asshirko.klatikrushev@yahoo.com,Swift Systems,s.klatikrushev@swift.systems.com,"Zoom, Viber",861512147
"July 27, 2022 19:00","July 27, 2022 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-07-06,,a trainer,,,,857409081
"July 28, 2022 8:00","July 28, 2022 8:50",Emelia,Craig,359898999189,emelia.craig@yahoo.co.uk,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-26,,a trainer,,,,868790743
"July 28, 2022 9:00","July 28, 2022 9:50",Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-25,,a client ,BlueNova,s.yanazov@bluenova.com,Zoom,867868908
"July 28, 2022 13:00","July 28, 2022 13:50",Хектор,Крушовска,883528082,xektor.krushovska@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-07-23,,a trainer,,,,867333071
"July 28, 2022 15:00","July 28, 2022 15:50",Панделис,Каракашев,883331511,pandelis.karakashev@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-06-15,,client logged in aspandelis.karakashev@yahoo.com,BlueNova,p.karakashev@bluenova.com,,845440670
"July 28, 2022 16:00","July 28, 2022 16:50",Ростислава,Мочев,892981120,rostislava.mochev@abv.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-07,,client logged in asrostislava.mochev@abv.bg,Novex,rostislava.mochev@abv.bg,,858071137
"July 28, 2022 16:30","July 28, 2022 17:20",Чора,Кривошапкова,893552253,chora.krivoshapkova@gmail.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-07-23,,a trainer,,,,867333224
"July 28, 2022 17:45","July 28, 2022 18:35",Macie,Jefferson,885222200,macie.jefferson@yahoo.co.uk,Leadership training in-person | Тренинг за лидери на живо,Иван Тодоров | Ivan Todorov,0,no,0,,,2022-07-21,,a trainer,,,,866301510
"July 28, 2022 20:00","July 28, 2022 20:50",Ishaan,Frank,892219123,ishaan.frank@msn.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-07-22,,a trainer,,,,866758337
"July 29, 2022 9:00","July 29, 2022 9:50",Sonny,Underwood,882911225,sonny.underwood@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Жана Иванова | Zhana Ivanova,0,no,0,,,2022-07-20,,a client ,BlueNova,s.underwood@bluenova.com,Zoom,865646117
"July 29, 2022 11:00","July 29, 2022 11:50",Aylin,Young,898931203,aylin.young@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-26,,a client ,BlueNova,aylin.young@msn.com,Viber,868874085
"July 29, 2022 11:00","July 29, 2022 11:50",Angela,Miranda,882222093,angela.miranda@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-07-27,,a client ,Swift Systems,a.miranda@swift.systems.com,,869872287
"July 30, 2022 10:30","July 30, 2022 11:20",Mauricio,Daugherty,889211111,mauricio.daugherty@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-07-24,,a client ,Swift Systems,m.daugherty@swift.systems.com,,867643147
"July 30, 2022 13:00","July 30, 2022 13:50",Стоимена,Цицков,898512822,stoimena.cickov@yahoo.com,Zetron: Тренинг за лидери на живо | Leadership training in person,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-07-25,,a client ,Zetron,s.cickov@zetron.com,,868122226
"August 1, 2022 12:00","August 1, 2022 12:50",Coleman,Henry,898911211,coleman.henry@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-26,,a trainer,,,,868790884
"August 1, 2022 13:30","August 1, 2022 14:20",Diya,Murphy,882583992,diya.murphy@yandex.ru,Тренинг за лидери на живо,Александър Иванов | Aleksandar Ivanov,0,no,0,,,2022-07-26,,a client ,Vortex,d.murphy@vortex.com,,868885558
"August 1, 2022 18:00","August 1, 2022 18:50",Rex,Ortega,899225322,rex.ortega@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-07-18,,a trainer,,,,864351327
"August 2, 2022 9:30","August 2, 2022 10:20",Яким,Бобев,889132521,yakim.bobev@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-26,,a trainer,,,,868819089
"August 2, 2022 10:30","August 2, 2022 11:20",Дуда,Бележкова,885921292,duda.belezhkova@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-26,,a trainer,,,,868819190
"August 2, 2022 11:30","August 2, 2022 12:20",Илиян,Ментешев,882112812,iliyan.menteshev@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-26,,a trainer,,,,868819246
"August 2, 2022 13:40","August 2, 2022 14:30",Ренгия,Колев,891188511,rengiya.kolev@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-07-30,,a trainer,,,,871708138
"August 2, 2022 15:00","August 2, 2022 15:50",Aylin,Young,898931203,aylin.young@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-06,,a client ,BlueNova,aylin.young@msn.com,Viber,857156541
"August 2, 2022 18:00","August 2, 2022 18:50",Филипас,Луланков,892922999,filipas.lulankov@yahoo.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Камен Георгиев | Kamen Georgiev,0,no,0,,,2022-08-01,,a client ,BlueNova,filipas.lulankov@yahoo.com,Zoom,872632779
"August 2, 2022 19:30","August 2, 2022 20:20",Curtis,Haley,,,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-06-12,,a trainer,,,,843643982
"August 3, 2022 11:30","August 3, 2022 12:20",Angela,Miranda,882222093,angela.miranda@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-07-27,,a client ,Swift Systems,a.miranda@swift.systems.com,,869872972
"August 3, 2022 13:00","August 3, 2022 13:50",Carlos,Swanson,359898229021,carlos.swanson@yahoo.co.uk,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-07-26,,a trainer,,,,869009411
"August 3, 2022 15:00","August 3, 2022 15:50",Панделис,Каракашев,883331511,pandelis.karakashev@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-06-28,,client logged in aspandelis.karakashev@yahoo.com,BlueNova,p.karakashev@bluenova.com,,852733156
"August 3, 2022 15:00","August 3, 2022 15:50",Ansley,Miller,,ansley.miller@yandex.ru,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-07-27,,a trainer,,,,869849713
"August 3, 2022 15:00","August 3, 2022 15:50",Георги,Парашкевов,888811192,georgi.parashkevov@mail.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-08-02,,a client ,Swift Systems,g.parashkevov@swift.systems.com,Viber,873228274
"August 3, 2022 16:30","August 3, 2022 17:20",Захаринка,Многознаева,888102255,zaxarinka.mnogoznaeva@yahoo.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-07-30,,a trainer,,,,871708558
"August 3, 2022 17:00","August 3, 2022 17:50",Гико,Пондьов,892821911,giko.pondaov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-08,,a client ,Swift Systems,g.pondaov@swift.systems.com,,858570562
"August 3, 2022 18:00","August 3, 2022 18:50",Кръстанка,Коритарова,885881182,krastanka.koritarova@abv.bg,BlueNova | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-18,,a client ,BlueNova,k.koritarova@bluenova.com,,863970306
"August 3, 2022 18:00","August 3, 2022 18:50",Ширко,Клатикрушев,885521133,shirko.klatikrushev@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Радослав Иванов | Radoslav Ivanov,0,no,0,,,2022-07-27,,client logged in asshirko.klatikrushev@yahoo.com,Swift Systems,s.klatikrushev@swift.systems.com,"Zoom, Viber",869852772
"August 3, 2022 18:00","August 3, 2022 18:50",Ishaan,Frank,892219123,ishaan.frank@msn.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-07-29,,a trainer,,,,871155660
"August 3, 2022 19:00","August 3, 2022 19:50",Ростислава,Мочев,892981120,rostislava.mochev@abv.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-29,,a trainer,,,,871076599
"August 3, 2022 19:00","August 3, 2022 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-08-02,,a trainer,,,,873239415
"August 4, 2022 8:00","August 4, 2022 8:50",Emelia,Craig,359898999189,emelia.craig@yahoo.co.uk,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-29,,a trainer,,,,871219122
"August 4, 2022 9:00","August 4, 2022 9:50",Шино,Яназов,883210110,shino.yanazov@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-07-30,,a client ,BlueNova,s.yanazov@bluenova.com,Zoom,871922973
"August 4, 2022 13:00","August 4, 2022 13:50",Хектор,Крушовска,883528082,xektor.krushovska@mail.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-07-30,,a trainer,,,,871708875
"August 4, 2022 15:00","August 4, 2022 15:50",Savanna,Stafford,891522191,savanna.stafford@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-08-03,,a client ,Vortex,s.stafford@vortex.com,Viber,874022647
"August 4, 2022 16:30","August 4, 2022 17:20",Чора,Кривошапкова,893552253,chora.krivoshapkova@gmail.com,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Цветелина Петрова | Tsvetelina Petrova,0,no,0,,,2022-07-30,,a trainer,,,,871709247
"August 4, 2022 18:00","August 4, 2022 18:50",Marco,Daugherty,882222282,marco.daugherty@yahoo.co.uk,Vortex | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-07-19,,a client ,Vortex,m.daugherty@vortex.com,,864803047
"August 8, 2022 19:00","August 8, 2022 19:50",Rex,Ortega,899225322,rex.ortega@yandex.ru,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-07-18,,a trainer,,,,864351841
"August 9, 2022 15:00","August 9, 2022 15:50",Aylin,Young,898931203,aylin.young@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-08-02,,client logged in asaylin.young@msn.com,BlueNova,aylin.young@msn.com,Viber,873343881
"August 9, 2022 16:00","August 9, 2022 16:50",Виктория,Певецова,898291921,viktoriya.pevecova@mail.bg,Novex: Тренинг за лидери на живо | Leadership training in person,Димитър Георгиев | Dimitar Georgiev,0,no,0,,,2022-08-08,,a client ,Novex,v.pevecova@novex.com,,876722209
"August 9, 2022 19:30","August 9, 2022 20:20",Curtis,Haley,,,Онлайн коучинг,Теодора Йорданова | Teodora Yordanova,0,no,0,,,2022-06-12,,a trainer,,,,843643983
"August 10, 2022 9:00","August 10, 2022 9:50",Дуда,Бележкова,885921292,duda.belezhkova@abv.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-08,,a trainer,,,,876846715
"August 10, 2022 10:00","August 10, 2022 10:50",Мимоза,Пътечкова,883323212,mimoza.patechkova@gmail.com,Novex: Онлайн тренинг за лидери  |  Online leadership training,Веселин Стефанов | Veselin Stefanov,0,no,0,,,2022-07-28,,client logged in asmimoza.patechkova@gmail.com,Novex,m.patechkova@novex.com,"Zoom, Viber",870464279
"August 10, 2022 11:00","August 10, 2022 11:50",Savanna,Stafford,891522191,savanna.stafford@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-08-03,,client logged in assavanna.stafford@gmail.com,Vortex,s.stafford@vortex.com,Viber,874023061
"August 10, 2022 12:00","August 10, 2022 12:50",Coleman,Henry,898911211,coleman.henry@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-01,,a trainer,,,,872558106
"August 10, 2022 12:00","August 10, 2022 12:50",Angela,Miranda,882222093,angela.miranda@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-08-05,,a client ,Swift Systems,a.miranda@swift.systems.com,,875343040
"August 10, 2022 13:00","August 10, 2022 13:50",Angela,Miranda,882222093,angela.miranda@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Валентинка Петкова | Valentinaka Petkova,0,no,0,,,2022-08-05,,a client ,Swift Systems,a.miranda@swift.systems.com,,875343193
"August 10, 2022 13:00","August 10, 2022 13:50",Garrett,Fritz,899219132,garrett.fritz@yahoo.co.uk,BlueNova | Online leadership training | Онлайн тренинг за лидери,Радослава Димитрова | Radoslava Dimitrova,0,no,0,,,2022-08-06,,client logged in asgarrett.fritz@yahoo.co.uk,BlueNova,g.fritz@bluenova.com,Skype,876086372
"August 10, 2022 15:00","August 10, 2022 15:50",Ansley,Miller,,ansley.miller@yandex.ru,QuantumPeak: Онлайн тренинг за лидери | Online leadership training,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-08-04,,a trainer,,,,874698121
"August 10, 2022 17:00","August 10, 2022 17:50",Гико,Пондьов,892821911,giko.pondaov@abv.bg,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Димитър Петров | Dimitar Petrov,0,no,0,,,2022-08-03,,a client ,Swift Systems,g.pondaov@swift.systems.com,,874306590
"August 10, 2022 18:00","August 10, 2022 18:50",Ширко,Клатикрушев,885521133,shirko.klatikrushev@yahoo.com,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Радослав Иванов | Radoslav Ivanov,0,no,0,,,2022-07-27,,client logged in asshirko.klatikrushev@yahoo.com,Swift Systems,s.klatikrushev@swift.systems.com,"Zoom, Viber",869853400
"August 10, 2022 19:00","August 10, 2022 19:50",Macie,Jefferson,885222200,macie.jefferson@yahoo.co.uk,Swift Systems: Тренинг за лидери на живо | Leadership training in person,Жана Иванова | Zhana Ivanova,0,no,0,,,2022-08-02,,a client ,Swift Systems,m.jefferson@swift.systems.com,,873229063
"August 10, 2022 19:00","August 10, 2022 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2022-08-02,,a trainer,,,,873239499
"August 11, 2022 8:00","August 11, 2022 8:50",Emelia,Craig,359898999189,emelia.craig@yahoo.co.uk,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-08,,a trainer,,,,876847133
"August 11, 2022 9:00","August 11, 2022 9:50",Яким,Бобев,889132521,yakim.bobev@mail.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-08,,a trainer,,,,876846109
"August 11, 2022 12:00","August 11, 2022 12:50",Илиян,Ментешев,882112812,iliyan.menteshev@abv.bg,Swift Systems: Онлайн тренинг за лидери | Online leadership training,Георги Михайлов | Georgi Mihaylov,0,no,0,,,2022-08-09,,client logged in asiliyan.menteshev@abv.bg,Swift Systems,i.menteshev@swift.systems.com,"Zoom, Viber",877511194
"August 11, 2022 17:45","August 11, 2022 18:35",Лянка,Парашкевов,,lyanka.parashkevov@abv.bg,Spark Innovations: Leadership training in person | Тренинг за лидери на живо,Христина Димитрова | Hristina Dimitrova,0,no,0,,,2022-08-01,,a trainer,,,,872574233
